"regiao";"sexo";"idade_quinquenal";"raca_cor";"educ_mae";"ocup_mae";"educ_pai";"ocup_pai";"educ";"pessoas";"classesocial";"rendafa";"rendarange";"ocup";"freq_esc";"peso";"peso_pond";"se_trab";"empregados";"estuda_atualmente"
"568";3;2;3;3;9;9994;3;7112;3;2;3;1000;2;NA;1;13474,0908203125;0,86292165517807;2;0;1
"569";3;2;1;1;1;9994;1;9211;2;3;3;678;1;NA;1;14555,7275390625;0,932192921638489;4;0;1
"570";3;1;3;997;1;9994;1;9213;1;4;1;13;13;NA;1;16094,5;1,03074061870575;2;0;3
"571";3;1;2;1;99;9994;1;7112;1;3;3;750;2;9333;1;18266,544921875;1,16984498500824;1;1;3
"572";3;1;2;1;9;9994;1;8211;1;3;2;600;1;7112;1;16924,091796875;1,08387017250061;1;1;3
"573";3;1;2;1;1;9994;1;9211;2;3;4;678;1;NA;1;18266,544921875;1,16984498500824;4;0;2
"574";3;2;1;3;4;1345;2;8322;2;5;4;1200;2;NA;1;14555,7275390625;0,932192921638489;4;0;1
"575";3;2;1;4;2;9994;1;5249;2;4;4;1356;2;5249;1;15107;0,967498123645782;1;1;2
"576";3;1;3;1;99;9994;9;9211;NA;3;3;1500;3;8321;2;16094,5;1,03074061870575;1;1;NA
"577";3;1;2;7;1;9994;1;9996;1;4;4;15;15;7112;1;16924,091796875;1,08387017250061;1;1;3
"578";3;2;2;7;2;5120;1;5414;2;2;4;14;14;NA;1;16829,400390625;1,07780587673187;4;0;2
"579";3;2;3;1;9;9994;1;9211;1;4;3;500;1;NA;1;13474,0908203125;0,86292165517807;4;0;3
"580";3;1;2;3;99;9994;99;9211;1;5;3;1500;3;7214;1;16151,51953125;1,03439235687256;1;1;3
"581";3;2;2;3;9;9994;1;9613;2;3;3;500;1;NA;1;19092,576171875;1,22274661064148;4;0;3
"582";3;1;3;2;1;9994;9;7112;2;3;3;850;2;7113;1;16622,23046875;1,06453812122345;1;1;2
"583";3;2;2;3;2;2359;1;5223;4;6;3;2000;3;NA;1;16671;1,06766140460968;4;0;1
"584";3;2;1;3;2;2341;2;8331;2;4;3;2000;3;NA;1;11720,5771484375;0,750621318817139;4;0;1
"585";3;1;1;3;1;9111;3;7112;1;2;4;600;1;NA;1;11396,345703125;0,729856610298157;4;0;1
"586";3;1;2;3;2;3339;99;9998;2;4;4;3300;5;5249;1;17365,576171875;1,11214423179626;1;1;1
"587";3;2;3;3;2;5249;99;9998;2;4;3;700;2;NA;1;18701,26953125;1,19768607616425;4;0;3
"588";3;1;3;2;9;9994;9;9211;2;2;3;14;2;9334;1;16213,0830078125;1,03833508491516;1;1;2
"589";3;2;3;1;9;9994;9;9211;2;3;3;14;2;5142;1;17373,416015625;1,11264634132385;1;1;1
"590";3;1;3;3;9;9333;1;9333;2;2;2;14;2;NA;1;15530,154296875;0,994598150253296;4;0;1
"591";3;2;2;3;1;7533;1;5153;1;5;3;14;2;4226;1;19259,455078125;1,23343396186829;1;1;3
"592";3;2;2;4;2;9111;99;7411;2;9;3;800;2;5223;1;15039,845703125;0,963197410106659;1;1;1
"593";3;1;1;3;1;5221;1;5249;2;7;2;14;1;NA;1;17365,181640625;1,11211895942688;4;0;1
"594";3;2;1;4;9;9994;1;3334;2;5;3;700;2;NA;1;12455,6669921875;0,797698676586151;3;0;3
"595";3;1;1;1;2;9994;2;7112;2;5;3;14;2;NA;1;12475,3330078125;0,7989581823349;4;0;1
"596";3;2;1;1;1;9111;99;9998;2;3;4;500;1;NA;1;14866,93359375;0,952123522758484;4;0;1
"597";3;1;2;3;1;9411;1;7214;2;3;4;1500;3;5153;1;16687,23046875;1,06870090961456;1;1;2
"598";3;2;3;3;1;9111;99;9997;2;4;3;900;2;NA;1;17108,916015625;1,09570693969727;2;0;2
"599";3;2;1;3;2;9994;1;5223;2;5;2;678;1;NA;1;15232,6669921875;0,975546181201935;4;0;1
"600";3;2;2;3;1;9994;99;9997;2;3;3;1400;3;NA;1;15931,4287109375;1,02029705047607;4;0;1
"601";3;1;3;3;2;9622;99;9997;2;2;3;1300;2;9621;1;15077,5380859375;0,965611338615417;1;1;3
"602";3;2;1;3;2;3221;1;7112;2;3;4;1400;3;4223;1;13286,75;0,850923776626587;1;1;1
"603";3;2;2;1;99;9111;2;9211;2;4;3;1356;2;NA;1;16499,5625;1,05668199062347;4;0;2
"604";3;1;2;2;9;9211;1;9211;1;4;3;14;3;9211;1;18068,78515625;1,1571798324585;2;1;3
"605";3;2;2;3;1;9994;1;8331;1;5;2;678;1;NA;1;16627,4375;1,06487154960632;4;0;3
"606";3;2;3;1;2;3339;2;7112;2;2;4;1356;2;5230;1;15343,6875;0,982656300067902;1;1;2
"607";3;1;1;1;1;9994;99;9998;2;3;4;678;1;NA;1;13020,6875;0,833884358406067;4;0;1
"608";3;1;3;3;4;2359;1;9995;2;5;4;14;4;2431;1;14404,0625;0,922479867935181;1;1;3
"609";3;1;2;3;2;9622;9;7412;2;4;3;1200;2;2652;1;15773,8125;1,01020276546478;1;1;2
"610";5;2;3;3;2;9994;9;9211;3;4;3;700;2;NA;1;17036,94921875;1,09109795093536;2;0;1
"611";5;2;2;3;1;9622;99;9998;2;2;3;220;1;NA;1;16548,857421875;1,05983901023865;2;0;1
"612";5;2;1;3;1;9994;2;9613;2;3;4;14;2;NA;1;12895,619140625;0,82587456703186;4;0;1
"613";5;1;1;1;1;4120;1;9996;1;3;4;14;1;NA;1;13036,7138671875;0,834910750389099;2;0;3
"614";5;1;2;3;1;5120;1;7115;1;2;3;14;1;9211;1;16917,80859375;1,08346784114838;1;1;3
"615";5;2;3;1;9;9994;1;9213;2;4;4;200;1;NA;1;15624,5908203125;1,00064623355865;2;0;3
"616";5;1;3;1;1;9111;1;9213;2;3;3;200;1;NA;1;17328,55078125;1,10977292060852;2;0;2
"617";5;1;2;3;1;9622;1;7112;2;4;3;14;1;7112;1;16262,181640625;1,04147946834564;1;1;3
"618";5;1;3;2;1;5223;99;9998;1;4;4;14;2;NA;1;16262,181640625;1,04147946834564;2;0;3
"619";5;2;2;2;9;9213;99;9998;2;3;3;14;2;NA;1;15624,5908203125;1,00064623355865;4;0;3
"620";5;2;1;3;1;9111;1;7126;2;4;4;14;1;NA;1;16548,857421875;1,05983901023865;4;0;1
"621";5;1;1;3;1;9111;1;7231;2;4;4;14;1;NA;1;13036,7138671875;0,834910750389099;4;0;1
"622";5;2;1;1;2;9994;1;9629;2;4;4;14;2;NA;1;12895,619140625;0,82587456703186;4;0;1
"623";5;1;1;4;2;9622;2;9112;2;4;3;14;2;NA;1;16917,80859375;1,08346784114838;2;0;1
"624";5;2;3;2;2;2221;1;3333;3;5;3;14;3;NA;1;17036,94921875;1,09109795093536;4;0;2
"625";5;1;3;3;1;9111;99;9998;2;4;4;14;2;NA;1;17328,55078125;1,10977292060852;2;0;3
"626";5;1;1;1;1;9994;1;9211;2;5;3;14;1;NA;1;13709,5;0,877997994422913;4;0;1
"627";5;2;1;3;1;9121;1;9211;2;5;3;14;1;NA;1;19786,599609375;1,26719391345978;4;0;1
"628";5;2;3;997;1;9994;99;9211;1;4;3;14;14;NA;1;17146,333984375;1,09810316562653;4;0;3
"629";5;1;2;2;2;9994;1;9213;2;5;4;14;2;9211;1;18187,28515625;1,16476893424988;1;1;1
"630";5;2;2;3;99;9994;99;9211;2;3;3;700;2;NA;1;12171,22265625;0,779482007026672;2;0;3
"631";5;2;3;3;1;9121;1;9213;2;6;4;500;1;NA;1;12647,625;0,809992253780365;2;0;1
"632";5;1;3;3;9;9994;1;9213;2;4;4;14;3;9213;1;20367,333984375;1,30438578128815;1;1;3
"633";5;1;2;3;1;9994;1;9213;2;4;4;14;3;NA;1;18404,71484375;1,1786937713623;2;0;3
"634";5;1;2;3;1;9111;9;9211;2;2;2;1300;2;5141;1;16757,037109375;1,0731714963913;1;1;3
"635";5;2;2;3;1;9622;1;5414;2;4;3;700;2;NA;1;17146,30859375;1,09810161590576;2;0;2
"636";5;1;3;1;2;9994;1;8332;2;2;4;2000;3;8344;1;16651,1484375;1,06639003753662;1;1;3
"637";5;1;1;3;1;9994;1;5153;2;4;3;500;1;7319;1;11970,2958984375;0,766614079475403;1;1;1
"638";5;2;1;2;1;9994;1;7112;2;4;2;1200;2;NA;1;16559,30859375;1,06050837039948;4;0;1
"639";5;2;1;2;1;5120;9;9211;2;5;2;1200;2;NA;1;11359,6787109375;0,727508306503296;4;0;1
"640";5;2;3;3;1;9211;9;9211;2;4;4;1300;2;9111;1;16821;1,07726788520813;1;1;3
"641";5;1;1;2;1;9112;1;8341;1;6;3;2800;5;5153;1;16149,814453125;1,03428316116333;1;1;1
"642";5;1;2;3;1;9994;9;9211;2;3;3;1200;2;7112;1;16149,814453125;1,03428316116333;1;1;2
"643";5;1;3;2;9;9994;9;9211;1;1;2;NA;NA;7131;1;16651,1484375;1,06639003753662;1;1;3
"644";5;2;3;2;1;9121;9;9211;2;5;3;900;2;9111;1;16821;1,07726788520813;1;1;2
"645";5;2;1;2;1;9994;1;8341;2;7;3;14;2;NA;1;11359,6787109375;0,727508306503296;4;0;1
"646";5;2;3;3;1;9994;1;7112;2;2;4;1000;2;9112;1;17146,30859375;1,09810161590576;1;1;2
"647";5;2;1;3;1;9994;1;7112;2;4;3;1300;2;NA;1;16559,30859375;1,06050837039948;4;0;2
"648";5;1;2;3;1;9994;1;8331;1;5;2;2300;4;5112;1;16757,037109375;1,0731714963913;1;1;3
"649";5;1;1;3;1;9994;1;7214;1;4;2;15;2;4224;1;11970,2958984375;0,766614079475403;1;1;1
"650";5;2;1;3;2;3221;2;5153;2;5;4;3000;5;NA;1;11359,6787109375;0,727508306503296;4;0;1
"651";5;2;2;3;1;9994;1;7112;2;8;3;2000;3;NA;1;16559,30859375;1,06050837039948;2;0;3
"652";5;1;1;3;2;9112;1;5153;1;4;3;1400;3;NA;1;11970,2958984375;0,766614079475403;4;0;1
"653";5;1;3;2;3;2359;2;3322;5;2;3;6000;7;8322;1;16651,1484375;1,06639003753662;1;1;1
"654";5;2;3;1;1;9994;1;7112;1;4;3;1100;2;NA;1;16821;1,07726788520813;2;0;3
"655";5;1;2;3;2;9994;2;411;4;5;3;6000;7;NA;1;16149,814453125;1,03428316116333;2;0;1
"656";5;2;2;3;1;9112;1;8342;2;3;3;3200;5;5230;1;17146,30859375;1,09810161590576;1;1;2
"657";5;1;2;2;9;9111;1;9211;1;2;2;640;1;NA;1;16757,037109375;1,0731714963913;2;0;3
"658";5;2;3;1;3;2353;99;5246;2;4;4;6300;7;4419;1;17736,947265625;1,13592791557312;1;1;3
"659";5;1;1;1;4;1349;2;3512;2;3;4;14;14;2659;1;12001,5380859375;0,768614947795868;1;1;1
"660";5;2;2;1;2;9994;2;8322;4;4;4;2000;3;1219;1;17102,447265625;1,09529256820679;1;1;2
"661";5;1;3;3;2;9412;2;511;5;7;4;15;15;1219;1;16072;1,02929961681366;1;1;1
"662";5;2;2;2;1;9111;99;9998;2;5;4;14;14;NA;1;15758;1,00919008255005;2;0;3
"663";5;1;1;1;2;5141;2;8331;2;5;4;14;14;NA;1;16200,341796875;1,03751909732819;4;0;2
"664";5;2;1;1;3;2511;3;3512;2;4;4;7000;8;NA;1;11925,5126953125;0,763746023178101;4;0;1
"665";5;1;2;3;2;2330;3;2611;3;4;4;15;15;4416;1;16474,666015625;1,05508768558502;1;1;1
"666";5;2;3;1;2;5223;2;5153;2;2;3;14;3;NA;1;17925,537109375;1,14800572395325;1;0;2
"667";5;1;2;1;1;9994;1;8332;2;3;4;14;14;9412;1;15613,9755859375;0,999966382980347;1;1;2
"668";5;1;2;3;3;4110;1;5412;2;1;3;NA;NA;4419;1;17322,462890625;1,10938310623169;1;1;2
"669";5;2;2;3;99;9997;99;9997;2;1;3;NA;NA;4224;1;15395,76171875;0,985991299152374;1;1;2
"670";5;1;3;1;2;9994;2;5249;2;4;4;14;4;4222;1;18320,974609375;1,17333078384399;1;1;2
"671";5;1;1;3;2;9412;2;9998;2;3;3;1300;2;NA;1;11339,525390625;0,726217567920685;4;0;1
"672";5;2;3;1;99;9998;99;9998;2;7;5;14;14;NA;1;19108,169921875;1,22374522686005;2;0;2
"673";5;2;1;1;3;9995;3;2611;2;4;4;14;8;4110;1;11016,390625;0,705523073673248;1;1;1
"674";5;2;1;3;1;9994;1;1323;2;5;2;14;8;NA;1;11925,5126953125;0,763746023178101;3;0;1
"675";5;1;2;1;1;9995;99;8331;2;2;4;14;4;7131;1;16474,666015625;1,05508768558502;1;1;2
"676";5;2;3;3;2;2221;2;1219;4;3;3;14;3;5141;1;17736,947265625;1,13592791557312;1;1;3
"677";5;2;2;1;1;9994;1;4321;3;4;4;14;3;NA;1;17102,447265625;1,09529256820679;2;0;1
"678";5;1;1;3;2;2221;2;5414;2;3;4;14;5;NA;1;12001,5380859375;0,768614947795868;3;0;1
"679";5;1;3;1;4;1219;4;1219;4;5;5;14;8;9212;1;16072;1,02929961681366;1;1;2
"680";5;1;1;1;1;9994;1;9998;4;3;5;14;14;9622;1;16200,341796875;1,03751909732819;1;1;1
"681";5;2;1;3;1;9112;1;1324;2;6;4;14;8;5311;1;15758;1,00919008255005;1;1;2
"682";5;1;1;3;1;9111;99;9998;2;2;2;650;1;NA;1;12001,5380859375;0,768614947795868;4;0;1
"683";5;2;2;3;1;5212;1;5212;2;2;3;800;2;4226;1;15758;1,00919008255005;1;1;3
"684";5;2;2;3;1;9111;99;9998;1;3;3;900;2;NA;1;17102,447265625;1,09529256820679;2;0;3
"685";5;1;2;2;99;9994;99;5414;2;3;4;14;14;9622;1;16200,341796875;1,03751909732819;1;1;3
"686";5;2;3;2;2;5120;1;9112;2;6;2;14;14;5223;1;17736,947265625;1,13592791557312;1;1;2
"687";5;1;2;3;1;5120;99;8331;2;3;3;800;2;4321;1;16474,666015625;1,05508768558502;1;1;3
"688";5;1;3;1;1;9329;2;8322;2;3;1;13;13;NA;1;16072;1,02929961681366;2;0;3
"689";5;2;1;3;99;9112;99;7112;2;7;3;14;14;9520;1;11925,5126953125;0,763746023178101;1;1;2
"690";5;2;3;3;1;5223;1;1211;4;4;2;14;6;1439;1;17736,947265625;1,13592791557312;1;1;2
"691";5;2;2;2;1;9111;1;9621;2;4;3;1200;2;4110;1;17102,447265625;1,09529256820679;1;1;2
"692";5;1;2;1;1;9111;9;5212;1;5;5;7500;8;7112;1;16200,341796875;1,03751909732819;1;1;3
"693";5;1;3;1;1;9111;1;5221;2;8;2;6000;7;8219;1;16072;1,02929961681366;1;1;2
"694";5;2;1;1;2;2342;1;7112;2;4;3;1500;3;4222;1;15758;1,00919008255005;1;1;2
"695";5;2;1;3;2;9121;2;5414;1;4;4;3000;5;9520;1;11925,5126953125;0,763746023178101;3;1;1
"696";5;1;3;4;1;5223;1;7124;2;5;3;3000;5;9995;1;16474,666015625;1,05508768558502;1;1;2
"697";5;1;1;1;1;9111;1;8211;2;6;3;1000;2;9411;1;12001,5380859375;0,768614947795868;1;1;1
"698";5;1;1;4;2;9994;2;3332;4;5;4;14;5;3432;1;16200,341796875;1,03751909732819;1;1;1
"699";5;1;2;1;1;9994;1;7112;2;2;2;1700;3;7214;1;16474,666015625;1,05508768558502;1;1;2
"700";5;2;3;3;1;9994;1;8211;4;6;4;14;8;2413;1;17736,947265625;1,13592791557312;1;1;2
"701";5;1;1;1;3;9994;3;2151;2;5;4;14;3;5223;1;12001,5380859375;0,768614947795868;1;1;1
"702";5;2;1;2;2;1345;3;7131;2;6;3;14;5;4226;1;11925,5126953125;0,763746023178101;1;1;1
"703";5;2;3;997;1;9111;1;9211;2;2;1;200;1;NA;1;17102,447265625;1,09529256820679;2;0;2
"704";5;1;3;3;9;9994;9;9211;2;3;3;1200;2;7312;1;16072;1,02929961681366;1;1;2
"705";5;2;2;1;1;9994;1;7112;2;6;3;800;2;NA;1;15758;1,00919008255005;2;0;3
"706";4;1;3;1;1;9994;1;8341;1;4;3;1500;3;8342;1;17229,69140625;1,10344183444977;1;1;3
"707";4;1;1;1;1;9994;1;8311;1;5;3;2200;4;NA;1;11988,0771484375;0,767752826213837;4;0;1
"708";4;1;2;1;1;9994;1;8322;4;1;4;NA;NA;3152;1;17270,845703125;1,10607743263245;1;1;3
"709";4;2;1;1;1;9994;1;3313;2;5;3;2600;4;NA;1;11903,615234375;0,762343645095825;4;0;1
"710";4;2;2;1;1;5223;99;9998;1;3;3;1200;2;NA;1;17380,923828125;1,11312711238861;2;0;3
"711";4;1;2;1;1;9994;1;7222;2;3;3;1500;3;9333;1;16994,384765625;1,08837199211121;1;1;2
"712";4;2;2;1;1;9994;1;7214;2;5;4;4500;6;NA;1;17066,076171875;1,09296333789825;4;0;1
"713";4;2;3;1;1;9994;1;9998;1;4;3;2000;3;NA;1;17483,4609375;1,11969387531281;4;0;3
"714";4;2;3;1;1;9622;2;3221;1;3;3;14;2;9411;1;17483,4609375;1,11969387531281;1;1;3
"715";4;2;2;3;1;9111;99;9998;1;6;3;2600;4;NA;1;17380,923828125;1,11312711238861;2;0;3
"716";4;1;3;2;1;9994;2;9996;2;6;3;2500;4;8332;1;17229,69140625;1,10344183444977;1;1;2
"717";4;1;1;1;2;9994;2;1221;2;4;4;1600;3;NA;1;11988,0771484375;0,767752826213837;4;0;1
"718";4;2;1;2;2;9111;2;7112;2;3;3;1100;2;NA;1;11903,615234375;0,762343645095825;4;0;1
"719";4;2;1;1;1;5120;1;7231;2;5;4;1350;2;NA;1;17066,076171875;1,09296333789825;4;0;1
"720";4;1;3;1;1;9994;1;5414;2;3;3;1660;3;9993;1;17270,845703125;1,10607743263245;2;1;2
"721";4;1;1;1;2;9994;3;2411;4;3;4;6000;7;NA;1;16994,384765625;1,08837199211121;4;0;1
"722";4;2;3;1;1;1221;1;9998;2;4;3;2250;4;NA;1;17483,4609375;1,11969387531281;2;0;2
"723";4;2;1;2;1;9994;3;7214;2;6;3;14;3;NA;1;11903,615234375;0,762343645095825;4;0;1
"724";4;2;2;1;1;5120;2;7411;2;4;3;1800;3;9412;1;17066,076171875;1,09296333789825;1;1;2
"725";4;1;2;3;1;9111;1;8211;2;3;4;2000;3;3322;1;17270,845703125;1,10607743263245;1;1;2
"726";4;1;1;1;2;9112;1;7221;2;4;2;14;3;7112;1;11988,0771484375;0,767752826213837;1;1;1
"727";4;1;1;3;1;9994;1;7112;2;5;2;2000;3;7112;1;16994,384765625;1,08837199211121;1;1;1
"728";4;1;3;1;3;2261;4;2611;4;5;5;8000;8;NA;1;17229,69140625;1,10344183444977;4;0;1
"729";4;2;3;1;1;9994;1;8332;1;3;3;1200;2;NA;1;17380,923828125;1,11312711238861;4;0;3
"730";4;2;1;1;2;3221;99;9997;2;2;3;1200;2;NA;1;17066,076171875;1,09296333789825;4;0;1
"731";4;2;3;1;1;3221;99;9997;2;2;3;1200;2;4226;1;17380,923828125;1,11312711238861;1;1;2
"732";4;2;3;1;1;9994;2;9996;2;3;4;2250;4;NA;1;17483,4609375;1,11969387531281;4;0;2
"733";4;2;1;1;2;9994;2;7233;2;3;4;2500;4;NA;1;11903,615234375;0,762343645095825;4;0;1
"734";4;1;3;1;1;9994;1;9996;2;4;4;2000;3;8342;1;17229,69140625;1,10344183444977;1;1;2
"735";4;1;3;1;1;9994;1;8332;1;3;3;1000;2;7411;1;17270,845703125;1,10607743263245;1;1;3
"736";4;1;1;1;1;9994;2;9995;2;4;5;7000;8;2269;1;16994,384765625;1,08837199211121;1;1;2
"737";4;1;1;1;3;2341;4;2611;2;4;5;11000;9;NA;1;11988,0771484375;0,767752826213837;4;0;1
"738";4;2;3;1;1;9111;1;7112;2;4;2;2500;4;5223;1;17520,625;1,12207400798798;1;1;2
"739";4;1;1;1;2;5230;2;5131;2;5;2;2500;4;NA;1;10104,5;0,647122859954834;4;0;1
"740";4;1;1;2;1;5142;2;7112;2;6;2;3000;5;NA;1;14859,5;0,951647460460663;2;0;2
"741";4;2;1;2;2;5243;2;7411;2;5;2;14;14;NA;1;9993,25;0,639998078346252;4;0;1
"742";4;1;2;1;1;9111;1;5153;2;2;2;1500;3;4311;1;16094,875;1,03076457977295;1;1;2
"743";4;1;3;1;1;9994;1;7231;1;4;2;1500;3;5243;1;16727;1,07124781608582;1;1;3
"744";4;2;1;1;1;9994;1;5153;2;6;2;2100;4;5230;1;14968;0,958596110343933;1;1;3
"745";4;2;3;1;2;5243;2;5153;2;4;2;2000;3;NA;1;16374,375;1,04866468906403;2;0;2
"746";4;2;2;1;1;9994;1;8322;2;6;2;14;5;9111;1;24054,5;1,54052317142487;3;1;3
"747";4;1;1;3;1;9111;99;9997;1;2;3;14;2;NA;1;15829,5712890625;1,01377379894257;4;0;1
"748";4;1;3;1;1;9622;99;9997;1;4;3;14;4;7112;1;21417,572265625;1,37164628505707;1;1;3
"749";4;1;1;1;2;9994;3;1349;2;2;3;14;4;NA;1;20554,427734375;1,31636798381805;4;0;1
"750";4;2;1;1;1;9622;1;7112;1;8;2;14;3;NA;1;15597,857421875;0,998934090137482;4;0;1
"751";4;2;1;2;1;5141;1;9996;2;3;2;2500;4;5223;1;20409,28515625;1,30707263946533;1;1;1
"752";4;2;3;1;9;9996;9;9997;1;5;2;14;5;NA;1;18989,125;1,21612119674683;4;0;3
"753";4;1;2;1;1;9622;1;7112;2;3;3;14;3;8321;1;20709,427734375;1,32629466056824;1;1;3
"754";4;1;3;1;1;9412;99;9997;1;5;2;500;1;5153;1;16727;1,07124781608582;2;1;3
"755";4;2;1;2;1;9622;2;9111;1;3;3;1000;2;NA;1;9993,25;0,639998078346252;4;0;3
"756";4;1;2;1;2;3221;99;9998;3;2;2;3200;5;5419;1;14859,5;0,951647460460663;1;1;2
"757";4;2;3;2;1;9994;2;7112;2;4;3;2000;3;NA;1;17520,625;1,12207400798798;4;0;2
"758";4;2;2;2;1;9996;2;8322;1;3;3;1200;2;9112;1;14968;0,958596110343933;1;1;3
"759";4;1;2;1;1;9994;1;7112;2;3;2;3000;5;7112;1;16094,875;1,03076457977295;1;1;3
"760";4;2;3;2;1;9411;1;8331;1;4;3;1100;2;9622;1;16374,375;1,04866468906403;1;1;3
"761";4;1;1;2;1;9111;1;5245;2;5;2;2000;3;NA;1;10104,5;0,647122859954834;4;0;1
"762";4;2;1;1;1;9111;1;5414;2;4;3;1356;2;NA;1;20409,28515625;1,30707263946533;4;0;1
"763";4;2;3;3;1;9622;1;8211;2;5;3;1800;3;9993;1;18989,125;1,21612119674683;1;1;1
"764";4;2;2;1;2;4419;2;4419;2;2;2;2500;4;5223;1;24054,5;1,54052317142487;1;1;3
"765";4;2;1;2;1;9994;1;7112;1;4;3;14;4;NA;1;15597,857421875;0,998934090137482;4;0;1
"766";4;1;2;1;1;9994;1;8211;1;5;2;14;4;4226;1;20709,427734375;1,32629466056824;1;1;3
"767";4;1;1;1;2;5223;2;9995;2;6;3;14;4;5244;1;20554,427734375;1,31636798381805;1;1;1
"768";4;1;1;1;2;9994;2;5223;2;4;3;14;4;NA;1;15829,5712890625;1,01377379894257;4;0;1
"769";4;1;3;1;2;2359;2;412;4;5;4;5000;7;3511;1;21417,572265625;1,37164628505707;1;1;3
"770";4;2;1;1;2;9998;2;5249;1;4;4;2000;3;NA;1;9993,25;0,639998078346252;4;0;1
"771";4;1;3;1;99;9998;2;9998;2;4;4;14;3;5223;1;16727;1,07124781608582;1;1;2
"772";4;1;2;1;2;9998;2;5223;2;3;3;1000;2;9333;1;14859,5;0,951647460460663;1;1;2
"773";4;2;2;1;2;5223;2;1420;2;3;4;4000;6;1211;1;16374,375;1,04866468906403;1;1;2
"774";4;1;1;1;2;9994;3;2611;2;2;5;6000;7;NA;1;10104,5;0,647122859954834;4;0;1
"775";4;2;1;2;1;9622;2;5414;1;4;3;1800;3;NA;1;14968;0,958596110343933;2;0;3
"776";4;1;2;1;2;9994;2;5223;2;3;4;3000;5;5223;1;16094,875;1,03076457977295;1;1;2
"777";4;2;3;1;2;9994;2;1346;2;3;4;2000;3;NA;1;17520,625;1,12207400798798;4;0;2
"778";3;1;1;3;1;9994;9;7112;2;3;3;1450;3;NA;1;14752,8330078125;0,9448162317276;3;0;1
"779";3;2;1;3;9;9994;9;8114;2;3;2;300;1;NA;1;13465;0,862339437007904;4;0;3
"780";3;2;3;3;9;9994;9;9211;1;2;3;334;1;9520;1;12752,6669921875;0,816719472408295;1;1;1
"781";3;2;2;3;9;5322;9;8114;1;10;3;700;2;NA;1;17137,599609375;1,09754395484924;2;0;1
"782";3;2;1;3;1;9994;9;9211;2;3;2;300;1;NA;1;12983,142578125;0,831479847431183;4;0;2
"783";3;1;3;1;9;9994;9;5414;1;4;4;978;2;9211;1;13717,8330078125;0,878531694412231;1;1;3
"784";3;1;1;3;1;9211;9;9211;2;5;4;410;1;NA;1;16821,333984375;1,07728922367096;2;0;3
"785";3;1;2;3;1;9111;99;9998;4;3;3;678;1;NA;1;15716,8330078125;1,00655364990234;2;0;1
"786";3;2;2;3;1;9994;9;7112;2;5;3;678;1;NA;1;18350;1,17518973350525;2;0;3
"787";3;1;3;3;1;9111;99;9998;1;2;2;655;1;7532;1;15107,818359375;0,96755051612854;1;1;3
"788";3;1;1;3;1;9994;1;7112;1;7;3;678;1;NA;1;12464,142578125;0,798241555690765;4;0;1
"789";3;2;1;4;2;5120;1;9333;2;6;4;900;2;NA;1;12900;0,826155126094818;3;0;3
"790";3;2;3;3;1;7533;1;8332;2;3;3;1500;3;NA;1;18104,19921875;1,15944790840149;2;0;2
"791";3;1;1;2;1;9111;9;7214;2;4;3;1000;2;9622;1;16151,619140625;1,0343986749649;1;1;3
"792";3;1;2;3;1;9994;1;7112;2;7;4;1200;2;9321;1;17077;1,09366285800934;1;1;3
"793";3;2;1;3;1;9111;99;9998;1;6;3;850;2;9520;1;17178,953125;1,10019218921661;1;1;3
"794";3;2;1;3;2;9994;1;8322;2;3;2;600;1;NA;1;17178,953125;1,10019218921661;4;0;2
"795";3;1;3;3;9;9111;1;7112;1;4;2;900;2;8332;1;17077;1,09366285800934;1;1;3
"796";3;1;3;3;9;9111;1;412;2;5;3;1110;2;8156;1;15107,818359375;0,96755051612854;1;1;3
"797";3;2;2;3;1;9111;1;7113;1;3;3;600;1;NA;1;18350;1,17518973350525;2;0;3
"798";3;1;1;3;2;9111;99;9998;2;6;3;980;2;3113;1;12464,142578125;0,798241555690765;1;1;3
"799";3;1;2;3;1;5142;1;4212;2;4;4;600;1;8156;1;16151,619140625;1,0343986749649;1;1;2
"800";3;2;3;3;9;2651;9;7112;1;4;2;600;1;NA;1;18104,19921875;1,15944790840149;2;0;3
"801";3;2;1;1;2;9111;99;9998;2;8;2;500;1;NA;1;12900;0,826155126094818;2;0;3
"802";3;2;3;3;2;5243;2;5249;4;2;4;1018;2;3259;1;18104,19921875;1,15944790840149;1;1;1
"803";3;2;2;3;1;5142;1;8332;2;9;3;550;1;NA;1;18350;1,17518973350525;2;0;2
"804";3;2;1;3;1;9121;99;9998;2;4;3;800;2;NA;1;12900;0,826155126094818;3;0;1
"805";3;1;1;3;1;9111;9;7112;1;6;2;900;2;NA;1;16151,619140625;1,0343986749649;2;0;3
"806";3;1;1;1;2;5142;2;7231;2;3;4;678;1;NA;1;12464,142578125;0,798241555690765;3;0;1
"807";3;1;3;3;1;9994;1;7111;2;3;3;1200;2;7115;1;17077;1,09366285800934;1;1;3
"808";3;2;1;3;1;9112;2;6112;2;4;3;720;2;NA;1;17178,953125;1,10019218921661;4;0;3
"809";3;1;3;3;1;9111;1;7112;2;4;2;678;1;5223;1;15107,818359375;0,96755051612854;1;1;3
"810";3;2;2;5;1;9111;99;5414;1;3;3;800;2;9111;1;19259,455078125;1,23343396186829;1;1;3
